Linux 6.8.0-55-generic (ubuntu) 	16/06/26 	_x86_64_	(8 CPU)

17:22:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:11       1    2,04    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   93,88
17:23:11       2    5,00    0,00    5,00    0,00    0,00    0,00    0,00    0,00    0,00   90,00
17:23:11       3   18,18    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   77,78
17:23:11       4    6,00    0,00    5,00    0,00    0,00    1,00    0,00    0,00    0,00   88,00
17:23:11       5    8,08    0,00    8,08    0,00    0,00    0,00    0,00    0,00    0,00   83,84
17:23:11       6    3,03    0,00    2,02    1,01    0,00    0,00    0,00    0,00    0,00   93,94
17:23:11       7    5,10    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   90,82

17:23:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:12     all    4,30    0,00    1,77    0,00    0,00    0,00    0,00    0,00    0,00   93,92
17:23:12       0    2,04    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   96,94
17:23:12       1    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
17:23:12       2   11,22    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   86,73
17:23:12       3    0,00    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   97,96
17:23:12       4    8,16    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   90,82
17:23:12       5    9,09    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   87,88
17:23:12       6    2,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
17:23:12       7    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00

17:23:12     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:13     all    4,53    0,00    2,01    0,25    0,00    0,25    0,00    0,00    0,00   92,96
17:23:13       0    1,00    0,00    1,00    1,00    0,00    1,00    0,00    0,00    0,00   96,00
17:23:13       1    0,00    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   98,98
17:23:13       2    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:23:13       3    1,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   97,00
17:23:13       4    2,97    0,00    1,98    0,99    0,00    0,00    0,00    0,00    0,00   94,06
17:23:13       5    3,03    0,00    6,06    0,00    0,00    0,00    0,00    0,00    0,00   90,91
17:23:13       6   25,51    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   71,43
17:23:13       7    2,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00

17:23:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:14     all    4,94    0,00    2,79    0,00    0,00    0,38    0,00    0,00    0,00   91,89
17:23:14       0   20,41    0,00    4,08    0,00    0,00    1,02    0,00    0,00    0,00   74,49
17:23:14       1    1,98    0,00    2,97    0,00    0,00    0,99    0,00    0,00    0,00   94,06
17:23:14       2    2,04    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   95,92
17:23:14       3    2,02    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   94,95
17:23:14       4    6,12    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   91,84
17:23:14       5    5,05    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   90,91
17:23:14       6    0,00    0,00    3,09    0,00    0,00    0,00    0,00    0,00    0,00   96,91
17:23:14       7    2,02    0,00    1,01    0,00    0,00    1,01    0,00    0,00    0,00   95,96

17:23:14     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:15     all    4,90    0,00    2,01    0,00    0,00    0,63    0,00    0,00    0,00   92,46
17:23:15       0    3,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   95,00
17:23:15       1    1,01    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   94,95
17:23:15       2    3,00    0,00    2,00    0,00    0,00    1,00    0,00    0,00    0,00   94,00
17:23:15       3    1,01    0,00    2,02    0,00    0,00    1,01    0,00    0,00    0,00   95,96
17:23:15       4    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
17:23:15       5   24,24    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   71,72
17:23:15       6    2,97    0,00    1,98    0,00    0,00    0,99    0,00    0,00    0,00   94,06
17:23:15       7    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97

17:23:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:16     all    5,42    0,00    3,53    0,25    0,00    0,38    0,00    0,00    0,00   90,43
17:23:16       0   24,24    0,00    4,04    0,00    0,00    1,01    0,00    0,00    0,00   70,71
17:23:16       1    3,96    0,00    4,95    0,99    0,00    0,99    0,00    0,00    0,00   89,11
17:23:16       2    1,03    0,00    2,06    0,00    0,00    0,00    0,00    0,00    0,00   96,91
17:23:16       3    2,04    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   94,90
17:23:16       4    3,00    0,00    3,00    0,00    0,00    1,00    0,00    0,00    0,00   93,00
17:23:16       5    1,00    0,00    4,00    1,00    0,00    0,00    0,00    0,00    0,00   94,00
17:23:16       6    4,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   92,00
17:23:16       7    4,04    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   92,93

17:23:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:17     all    4,55    0,00    1,52    0,13    0,00    0,25    0,00    0,00    0,00   93,55
17:23:17       0   25,25    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   70,71
17:23:17       1    2,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   94,00
17:23:17       2    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:23:17       3    3,03    0,00    2,02    1,01    0,00    0,00    0,00    0,00    0,00   93,94
17:23:17       4    1,02    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,96
17:23:17       5    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:23:17       6    1,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,98
17:23:17       7    2,02    0,00    1,01    0,00    0,00    1,01    0,00    0,00    0,00   95,96

