sample,elapsed_s,mem_total_mib,swpd_mib,free_mib,buff_mib,cache_mib,available_proxy_mib,used_including_cache_mib,used_including_cache_pct,used_without_buffer_cache_mib,used_without_buffer_cache_pct,swap_in_kib_s,swap_out_kib_s,context_switches_s,cpu_user_pct,cpu_system_pct,cpu_idle_pct,cpu_iowait_pct
156,155,24032.0,4.03515625,2144.79296875,393.5234375,19967.65625,22505.97265625,21887.20703125,91.07526228050101,1526.02734375,6.349980624791944,0.0,0.0,2467.0,5.0,3.0,92.0,0.0
157,156,24032.0,4.03515625,2151.68359375,393.5234375,19967.6953125,22512.90234375,21880.31640625,91.04658957327729,1519.09765625,6.321145373876498,0.0,0.0,2355.0,5.0,2.0,93.0,0.0
158,157,24032.0,4.03515625,2150.734375,393.5234375,19967.70703125,22511.96484375,21881.265625,91.05053938498668,1520.03515625,6.325046422478363,0.0,0.0,2420.0,5.0,2.0,93.0,0.0
159,158,24032.0,4.03515625,2150.71484375,393.5234375,19967.74609375,22511.984375,21881.28515625,91.05062065683256,1520.015625,6.32496515063249,0.0,0.0,3004.0,6.0,4.0,90.0,0.0
160,159,24032.0,4.03515625,2156.06640625,393.5234375,19967.765625,22517.35546875,21875.93359375,91.02835217106359,1514.64453125,6.302615393017644,0.0,0.0,2219.0,9.0,2.0,88.0,0.0
161,160,24032.0,4.03515625,2152.171875,393.5234375,19967.796875,22513.4921875,21879.828125,91.04455777713049,1518.5078125,6.318690964131159,0.0,0.0,2366.0,5.0,3.0,93.0,0.0
162,161,24032.0,4.03515625,2148.234375,393.5234375,19967.8203125,22509.578125,21883.765625,91.06094218125833,1522.421875,6.3349778420439415,0.0,0.0,2279.0,5.0,3.0,93.0,0.0
163,162,24032.0,4.03515625,2134.4921875,393.5234375,19967.83203125,22495.84765625,21897.5078125,91.11812505201398,1536.15234375,6.392111949692077,0.0,0.0,6058.0,6.0,3.0,91.0,0.0
164,163,24032.0,4.03515625,2136.46875,393.5234375,19967.875,22497.8671875,21895.53125,91.10990034121171,1534.1328125,6.383708440828895,0.0,0.0,5167.0,7.0,5.0,88.0,0.0
165,164,24032.0,4.03515625,2134.74609375,393.5234375,19967.890625,22496.16015625,21897.25390625,91.11706851801765,1535.83984375,6.3908116001581226,0.0,0.0,2368.0,5.0,2.0,93.0,0.0
166,165,24032.0,4.03515625,2134.74609375,393.5234375,19967.9140625,22496.18359375,21897.25390625,91.11706851801765,1535.81640625,6.390714073943076,0.0,0.0,2085.0,4.0,2.0,94.0,0.0
167,166,24032.0,4.03515625,2141.9921875,393.5234375,19967.9296875,22503.4453125,21890.0078125,91.08691666319906,1528.5546875,6.360497201647802,0.0,0.0,2089.0,5.0,2.0,93.0,0.0
168,167,24032.0,4.03515625,2142.34375,393.5234375,19967.984375,22503.8515625,21889.65625,91.08545376997337,1528.1484375,6.358806747253662,0.0,0.0,2183.0,5.0,2.0,93.0,0.0
169,168,24032.0,4.03515625,2137.24609375,393.5234375,19968.00390625,22498.7734375,21894.75390625,91.10666572174601,1533.2265625,6.379937427180426,0.0,0.0,2975.0,6.0,4.0,90.0,0.0
170,169,24032.0,4.03515625,2135.5859375,393.5234375,19968.16796875,22497.27734375,21896.4140625,91.11357382864514,1534.72265625,6.386162850574234,0.0,0.0,2163.0,5.0,3.0,93.0,0.0
171,170,24032.0,4.03515625,2133.09375,393.5234375,19968.203125,22494.8203125,21898.90625,91.12394411617842,1537.1796875,6.396386848784953,0.0,0.0,4114.0,10.0,3.0,87.0,0.0
172,171,24032.0,4.03515625,2143.76171875,393.5234375,19968.234375,22505.51953125,21888.23828125,91.07955343396304,1526.48046875,6.351866131616178,0.0,0.0,2503.0,4.0,2.0,93.0,0.0
173,172,24032.0,4.03515625,2143.37890625,393.5234375,19968.2578125,22505.16015625,21888.62109375,91.08114636214214,1526.83984375,6.353361533580227,0.0,0.0,2031.0,4.0,2.0,94.0,0.0
174,173,24032.0,4.03515625,2140.12890625,393.5234375,19968.2890625,22501.94140625,21891.87109375,91.09466999729527,1530.05859375,6.36675513377996,0.0,0.0,2781.0,6.0,4.0,90.0,0.0
175,174,24032.0,4.03515625,2145.60546875,393.5234375,19968.328125,22507.45703125,21886.39453125,91.07188137171272,1524.54296875,6.34380396450566,0.0,0.0,3129.0,5.0,3.0,93.0,0.0
176,175,24032.0,4.03515625,2143.66796875,393.5234375,19968.33984375,22505.53125,21888.33203125,91.07994353882324,1526.46875,6.351817368508655,0.0,0.0,3435.0,5.0,3.0,92.0,0.0
177,176,24032.0,4.03515625,2141.26171875,393.5234375,19968.390625,22503.17578125,21890.73828125,91.08995623023469,1528.82421875,6.361618753120839,0.0,0.0,2062.0,5.0,2.0,93.0,0.0
178,177,24032.0,4.03515625,2144.234375,393.5234375,19968.40234375,22506.16015625,21887.765625,91.07758665529295,1525.83984375,6.349200415071571,0.0,0.0,2229.0,4.0,3.0,93.0,0.0
179,178,24032.0,4.03515625,2143.9921875,393.5234375,19968.4453125,22505.9609375,21888.0078125,91.07859442618175,1526.0390625,6.3500293878994665,0.0,0.0,2111.0,4.0,2.0,93.0,0.0
180,179,24032.0,4.03515625,2150.59765625,393.5234375,19968.45703125,22512.578125,21881.40234375,91.0511082879078,1519.421875,6.322494486517977,0.0,0.0,2679.0,5.0,3.0,91.0,0.0
181,180,24032.0,4.03515625,2155.375,393.5234375,19968.515625,22517.4140625,21876.625,91.03122919440746,1514.5859375,6.3023715774800255,0.0,0.0,2360.0,8.0,3.0,90.0,0.0
182,181,24032.0,4.03515625,2151.71484375,393.53515625,19968.5234375,22513.7734375,21880.28515625,91.0464595383239,1518.2265625,6.317520649550599,0.0,0.0,2311.0,6.0,3.0,91.0,0.0
183,182,24032.0,4.03515625,2154.84765625,393.53515625,19968.5859375,22516.96875,21877.15234375,91.03342353424601,1515.03125,6.304224575565912,0.0,0.0,2051.0,4.0,3.0,93.0,0.0
184,183,24032.0,4.03515625,2150.6953125,393.53515625,19968.59765625,22512.828125,21881.3046875,91.05070192867842,1519.171875,6.321454206890813,0.0,0.0,2324.0,5.0,3.0,93.0,0.0
185,184,24032.0,4.03515625,2145.81640625,393.53515625,19968.65625,22508.0078125,21886.18359375,91.07100363577729,1523.9921875,6.341512098452064,0.0,0.0,3099.0,6.0,4.0,89.0,0.0
186,185,24032.0,4.03515625,2143.6015625,393.53515625,19968.6796875,22505.81640625,21888.3984375,91.0802198630992,1526.18359375,6.350630799558922,0.0,0.0,2396.0,4.0,2.0,93.0,0.0
187,186,24032.0,4.03515625,2149.3125,393.53515625,19968.7109375,22511.55859375,21882.6875,91.05645597536618,1520.44140625,6.326736876872503,0.0,0.0,2532.0,4.0,2.0,93.0,0.0
188,187,24032.0,4.03515625,2148.109375,393.53515625,19968.7265625,22510.37109375,21883.890625,91.0614623210719,1521.62890625,6.331678205101532,0.0,0.0,2531.0,5.0,2.0,92.0,0.0
