Linux 6.8.0-55-generic (ubuntu) 	29/05/26 	_x86_64_	(8 CPU)

15:48:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:16     all    3,79    0,00    3,41    0,00    0,00    0,13    0,00    0,00    0,00   92,67
15:49:16       0    6,06    0,00    7,07    0,00    0,00    0,00    0,00    0,00    0,00   86,87
15:49:16       1    2,04    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   93,88
15:49:16       2    5,05    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   91,92
15:49:16       3    2,02    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   93,94
15:49:16       4    4,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   92,00
15:49:16       5    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
15:49:16       6    8,16    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   88,78
15:49:16       7    2,02    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   95,96

15:49:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:17     all    2,78    0,00    2,27    0,00    0,00    0,25    0,00    0,00    0,00   94,70
15:49:17       0    3,03    0,00    2,02    0,00    0,00    1,01    0,00    0,00    0,00   93,94
15:49:17       1    2,04    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   95,92
15:49:17       2    5,00    0,00    4,00    0,00    0,00    1,00    0,00    0,00    0,00   90,00
15:49:17       3    2,02    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   95,96
15:49:17       4    1,02    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   96,94
15:49:17       5    1,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00
15:49:17       6    6,06    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   90,91
15:49:17       7    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97

15:49:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:18     all    1,63    0,00    1,63    0,13    0,00    0,25    0,00    0,00    0,00   96,36
15:49:18       0    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
15:49:18       1    0,99    0,00    0,99    0,99    0,00    0,99    0,00    0,00    0,00   96,04
15:49:18       2    2,06    0,00    4,12    0,00    0,00    0,00    0,00    0,00    0,00   93,81
15:49:18       3    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
15:49:18       4    0,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   98,00
15:49:18       5    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
15:49:18       6    6,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   91,00
15:49:18       7    0,99    0,00    0,99    0,00    0,00    0,00    0,00    0,00    0,00   98,02

15:49:18     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:19     all    1,64    0,00    1,26    0,13    0,00    0,13    0,00    0,00    0,00   96,84
15:49:19       0    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
