procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1859508 420600 20821300    0    0     0   220 2990 2185  4  2 94  0  0  0
 0  0   4132 1850732 420600 20821396    0    0     0   984 5172 4192  7  5 88  0  0  0
 0  0   4132 1850732 420600 20821420    0    0     0   116 3249 2204  4  3 93  0  0  0
 1  0   4132 1849476 420600 20821440    0    0     0   108 3134 2232  5  2 93  0  0  0
 0  0   4132 1851852 420600 20821464    0    0     0    84 3041 2106  4  2 94  0  0  0
 1  0   4132 1848104 420600 20821496    0    0     0   332 3688 2390  9  2 89  0  0  0
 0  0   4132 1854308 420600 20821536    0    0     0   156 6970 7140  8  5 87  0  0  0
 0  0   4132 1851068 420600 20821552    0    0     0   244 4667 4311  5  2 92  0  0  0
 0  0   4132 1849752 420600 20821556    0    0     0    88 3175 2344  4  2 93  0  0  0
 1  0   4132 1846256 420600 20821580    0    0     0   112 3251 2202  5  3 93  0  0  0
 0  0   4132 1844612 420600 20821604    0    0     0   244 3051 2154  4  2 93  0  0  0
 0  0   4132 1842312 420600 20821632    0    0     0   936 6117 6454  7  5 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1860316 420600 20821648    0    0     0    84 3557 2444  5  3 92  0  0  0
 0  0   4132 1859088 420600 20821664    0    0     0   208 3346 2481  4  3 93  0  0  0
 0  0   4132 1857324 420600 20821676    0    0     0    80 3090 2117  4  2 93  0  0  0
 1  0   4132 1853544 420600 20821700    0    0     0   260 3323 2327  5  2 93  0  0  0
 2  0   4132 1859760 420600 20821728    0    0     0   156 3640 2557  5  3 92  0  0  0
 0  0   4132 1853484 420600 20821740    0    0     0  1040 4723 3086 11  4 86  0  0  0
 0  0   4132 1859000 420600 20821752    0    0     0    88 3229 2333  4  2 93  0  0  0
 1  0   4132 1852520 420600 20821776    0    0     0   164 4716 4420  6  3 92  0  0  0
 0  0   4132 1863552 420600 20821784    0    0     0   228 3005 2062  4  3 93  0  0  0
 4  0   4132 1858272 420600 20821792    0    0     0   132 3520 2585  5  2 93  0  0  0
 0  0   4132 1855440 420600 20821816    0    0     0   772 4640 3228  6  4 90  0  0  0
 0  0   4132 1853176 420600 20821828    0    0     0   112 3205 2280  5  2 93  0  0  0
 0  0   4132 1857488 420600 20821840    0    0     0    80 3103 2235  5  2 93  0  0  0
 1  0   4132 1855248 420600 20821868    0    0     0   236 3051 2152  4  2 94  0  0  0
 0  0   4132 1859364 420600 20821884    0    0     0   100 3167 2129  4  2 93  0  0  0
 0  0   4132 1851552 420600 20821900    0    0     0   172 4621 3312  7  5 89  0  0  0
 2  0   4132 1851052 420600 20821920    0    0     0    72 3191 2205  5  3 92  0  0  0
 0  0   4132 1846080 420600 20821940    0    0     0   616 5482 4543 10  4 86  0  0  0
 0  0   4132 1851212 420600 20821980    0    0     0    80 3103 2103  5  2 93  0  0  0
 0  0   4132 1847432 420600 20821996    0    0     0   328 3234 2373  5  2 93  0  0  0
 0  0   4132 1850336 420600 20822020    0    0     0   888 4353 2952  6  4 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1852320 420600 20822024    0    0     0   112 3765 2648  6  2 92  0  0  0
 0  0   4132 1861456 420600 20822040    0    0     0    72 3157 2118  5  3 93  0  0  0
 3  0   4132 1859720 420600 20822044    0    0     0   120 3100 2117  5  3 93  0  0  0
 0  0   4132 1855456 420600 20822068    0    0     0   380 6110 6640  6  4 90  0  0  0
14  0   4132 1854012 420600 20822068    0    0     0   252 5294 4677  7  4 89  0  0  0
 0  0   4132 1851344 420600 20822100    0    0     0  1036 4337 3129  5  3 92  0  0  0
 0  0   4132 1848824 420600 20822112    0    0     0   120 8657 3075 10  3 87  0  0  0
 0  0   4132 1850544 420600 20822132    0    0     0    96 3088 2264  4  2 93  0  0  0
 0  0   4132 1846768 420600 20822136    0    0     0   292 3316 2386  5  3 92  0  0  0
 0  0   4132 1844752 420600 20822168    0    0     0    84 3315 2313  5  3 92  0  0  0
 1  0   4132 1853448 420600 20822180    0    0     0   776 4347 3015  6  4 90  0  0  0
 1  0   4132 1860908 420600 20822200    0    0     0    80 3262 2209  5  3 92  0  0  0
 0  0   4132 1857640 420600 20822204    0    0     0   112 3125 2253  4  2 94  0  0  0
 0  0   4132 1854872 420600 20822224    0    0     0   364 3327 2259  5  2 93  0  0  0
 0  0   4132 1853108 420600 20822236    0    0     0   124 3019 2143  4  2 93  0  0  0
 1  0   4132 1852988 420600 20822268    0    0     0   124 4213 3350  6  4 90  0  0  0
 0  0   4132 1853456 420600 20822272    0    0     0   112 4502 4066  6  3 91  0  0  0
 0  0   4132 1857136 420600 20822292    0    0     0    80 3637 2444 10  3 88  0  0  0
 0  0   4132 1855120 420600 20822292    0    0     0   272 3313 2390  4  3 93  0  0  0
 1  0   4132 1864384 420600 20822320    0    0     0    88 3557 2177  5  3 92  0  0  0
 0  0   4132 1857312 420600 20822352    0    0     0   932 4637 3320  7  5 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1863952 420600 20822356    0    0     0    80 3467 2328  5  3 92  0  0  0
 1  0   4132 1860428 420600 20822364    0    0     0   104 3242 2340  5  2 93  0  0  0
 0  0   4132 1856676 420600 20822376    0    0     0   332 3240 2245  5  3 93  0  0  0
 1  0   4132 1860496 420600 20822392    0    0     0   116 3369 2240  5  2 93  0  0  0
 1  0   4132 1853128 420600 20822404    0    0     0   140 3904 2935  5  4 91  0  0  0
 1  0   4132 1846388 420600 20822560    0    0     0  1008 5609 4794  7  4 89  0  0  0
 0  0   4132 1856900 420600 20822564    0    0     0   284 3411 2447  5  3 93  0  0  0
 2  0   4132 1852928 420600 20822588    0    0     0   276 3465 2509  5  3 92  0  0  0
 0  0   4132 1863260 420600 20822588    0    0     0    84 3401 2107  9  2 88  0  0  0
 0  0   4132 1859988 420600 20822616    0    0     0   128 3258 2288  5  2 93  0  0  0
 0  0   4132 1857916 420600 20822636    0    0     0   772 4562 3318  6  4 90  0  0  0
 1  0   4132 1855932 420600 20822652    0    0     0   364 3106 2213  5  2 93  0  0  0
 0  0   4132 1856328 420600 20822692    0    0     0   440 5912 6575  7  3 90  0  0  0
 0  0   4132 1858776 420600 20822692    0    0     0   164 4889 4465  6  3 91  0  0  0
 0  0   4132 1864072 420600 20822700    0    0     0   116 2995 2100  4  2 93  0  0  0
 0  0   4132 1858068 420600 20822732    0    0     0   172 4324 3197  6  4 89  0  0  0
 0  0   4132 1861060 420600 20822732    0    0     0   180 3479 2439  5  3 93  0  0  0
 1  0   4132 1858068 420600 20822756    0    0     0   288 3201 2308  4  2 93  0  0  0
 0  0   4132 1861064 420600 20822760    0    0     0    84 3095 2203  5  2 93  0  0  0
 0  0   4132 1858824 420600 20822784    0    0     0   112 3093 2194  4  2 94  0  0  0
 0  0   4132 1859040 420600 20822820    0    0     0   884 4887 3251 10  4 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1852992 420600 20822820    0    0     0   120 3484 2546  5  3 92  0  0  0
 1  0   4132 1851984 420600 20822840    0    0     0   120 3284 2311  5  2 93  0  0  0
 0  0   4132 1850472 420600 20822848    0    0     0   316 3241 2495  4  2 94  0  0  0
 0  0   4132 1850472 420600 20822864    0    0     0    72 3210 2357  5  2 93  0  0  0
 1  0   4132 1847092 420600 20822876    0    0     0   176 5696 4955  7  5 88  0  0  0
 1  0   4132 1846592 420600 20822888    0    0     0   976 3429 2285  5  3 93  0  0  0
 0  0   4132 1844580 420600 20822944    0    0     0   332 3501 2538  5  2 93  0  0  0
 0  0   4132 1844328 420600 20822952    0    0     0   384 3179 2264  4  2 93  0  0  0
 0  0   4132 1844076 420600 20822980    0    0     0   160 3118 2144  5  2 93  0  0  0
