Linux 6.8.0-55-generic (ubuntu) 	24/06/26 	_x86_64_	(8 CPU)

16:03:31        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
16:05:35        all      9,03      0,00      2,13      0,13      0,00      0,00      0,38      0,00      0,00     88,33
16:05:36        all      6,71      0,00      4,18      0,13      0,00      0,00      0,25      0,00      0,00     88,73
16:05:37        all      4,53      0,00      2,14      0,00      0,00      0,00      0,38      0,00      0,00     92,95
16:05:38        all      5,84      0,00      2,92      0,13      0,00      0,00      0,38      0,00      0,00     90,74
16:05:39        all      4,03      0,00      2,14      0,13      0,00      0,00      0,00      0,00      0,00     93,70
16:05:40        all      4,91      0,00      2,01      0,00      0,00      0,00      0,38      0,00      0,00     92,70
16:05:41        all      3,78      0,00      2,02      0,00      0,00      0,00      0,50      0,00      0,00     93,70
16:05:42        all      6,81      0,00      4,04      0,25      0,00      0,00      0,13      0,00      0,00     88,78
16:05:43        all      4,29      0,00      2,14      0,13      0,00      0,00      0,25      0,00      0,00     93,19
16:05:44        all      4,55      0,00      2,02      0,00      0,00      0,00      0,25      0,00      0,00     93,18
16:05:45        all      4,40      0,00      2,52      0,13      0,00      0,00      0,25      0,00      0,00     92,70
16:05:46        all      5,71      0,00      2,28      0,13      0,00      0,00      0,13      0,00      0,00     91,75
16:05:47        all      9,86      0,00      3,92      0,00      0,00      0,00      0,25      0,00      0,00     85,97
16:05:48        all      6,05      0,00      3,02      0,13      0,00      0,00      0,50      0,00      0,00     90,30
16:05:49        all      4,55      0,00      2,15      0,00      0,00      0,00      0,25      0,00      0,00     93,06
16:05:50        all      6,07      0,00      2,15      0,13      0,00      0,00      0,38      0,00      0,00     91,28
16:05:51        all      3,79      0,00      2,15      0,13      0,00      0,00      0,25      0,00      0,00     93,69
16:05:52        all      7,79      0,00      4,90      0,13      0,00      0,00      0,50      0,00      0,00     86,68
16:05:53        all      4,81      0,00      2,41      0,13      0,00      0,00      0,38      0,00      0,00     92,28
16:05:54        all      4,67      0,00      2,27      0,13      0,00      0,00      0,00      0,00      0,00     92,93
16:05:55        all      6,07      0,00      2,91      0,00      0,00      0,00      0,13      0,00      0,00     90,90
16:05:56        all      6,84      0,00      3,30      0,00      0,00      0,00      0,51      0,00      0,00     89,35
16:05:57        all      6,54      0,00      3,90      0,13      0,00      0,00      0,25      0,00      0,00     89,18
16:05:58        all      9,99      0,00      2,91      0,13      0,00      0,00      0,13      0,00      0,00     86,85
16:05:59        all      4,53      0,00      2,39      0,00      0,00      0,00      0,38      0,00      0,00     92,70
16:06:00        all      4,79      0,00      2,27      0,13      0,00      0,00      0,13      0,00      0,00     92,69
16:06:01        all      4,30      0,00      2,02      0,00      0,00      0,00      0,13      0,00      0,00     93,55
16:06:02        all      5,03      0,00      2,14      0,13      0,00      0,00      0,38      0,00      0,00     92,34
16:06:03        all      7,10      0,00      3,93      0,00      0,00      0,00      0,38      0,00      0,00     88,59
16:06:04        all      5,90      0,00      3,14      0,25      0,00      0,00      0,25      0,00      0,00     90,45
16:06:05        all      3,65      0,00      2,14      0,13      0,00      0,00      0,38      0,00      0,00     93,71
16:06:06        all      4,28      0,00      1,51      0,00      0,00      0,00      0,13      0,00      0,00     94,08
16:06:07        all      4,29      0,00      1,89      0,25      0,00      0,00      0,00      0,00      0,00     93,56
16:06:08        all      7,57      0,00      4,67      0,25      0,00      0,00      0,50      0,00      0,00     87,01
16:06:09        all      4,53      0,00      2,52      0,13      0,00      0,00      0,38      0,00      0,00     92,44
16:06:10        all     10,47      0,00      2,77      0,00      0,00      0,00      0,13      0,00      0,00     86,63
16:06:11        all      4,92      0,00      2,14      0,13      0,00      0,00      0,00      0,00      0,00     92,81
16:06:12        all      4,42      0,00      2,27      0,00      0,00      0,00      0,38      0,00      0,00     92,93
16:06:13        all      5,81      0,00      3,66      0,13      0,00      0,00      0,51      0,00      0,00     89,90
16:06:14        all      5,30      0,00      2,65      0,13      0,00      0,00      0,25      0,00      0,00     91,67
16:06:15        all      4,41      0,00      1,64      0,13      0,00      0,00      0,25      0,00      0,00     93,57
16:06:16        all      5,42      0,00      2,77      0,00      0,00      0,00      0,38      0,00      0,00     91,42
16:06:17        all      4,81      0,00      1,77      0,00      0,00      0,00      0,13      0,00      0,00     93,29
16:06:18        all      6,48      0,00      4,07      0,13      0,00      0,00      0,13      0,00      0,00     89,20
16:06:19        all      5,01      0,00      2,38      0,13      0,00      0,00      0,38      0,00      0,00     92,11
16:06:20        all      9,62      0,00      2,41      0,00      0,00      0,00      0,00      0,00      0,00     87,97
16:06:21        all      4,65      0,00      2,26      0,13      0,00      0,00      0,38      0,00      0,00     92,58
16:06:22        all      4,77      0,00      2,01      0,13      0,00      0,00      0,38      0,00      0,00     92,71
16:06:23        all      3,91      0,00      2,15      0,00      0,00      0,00      0,13      0,00      0,00     93,81
16:06:24        all      6,34      0,00      3,93      0,38      0,00      0,00      0,25      0,00      0,00     89,10
16:06:25        all      6,42      0,00      3,02      0,13      0,00      0,00      0,25      0,00      0,00     90,19
16:06:26        all      5,56      0,00      2,53      0,00      0,00      0,00      0,25      0,00      0,00     91,67
16:06:27        all      4,30      0,00      1,90      0,00      0,00      0,00      0,38      0,00      0,00     93,43
16:06:28        all      4,93      0,00      2,28      0,00      0,00      0,00      0,38      0,00      0,00     92,41
16:06:29        all      5,93      0,00      3,66      0,25      0,00      0,00      0,13      0,00      0,00     90,04
16:06:30        all      5,42      0,00      2,52      0,13      0,00      0,00      0,38      0,00      0,00     91,55
16:06:31        all      8,96      0,00      2,02      0,13      0,00      0,00      0,13      0,00      0,00     88,76
16:06:32        all      6,05      0,00      2,90      0,00      0,00      0,00      0,13      0,00      0,00     90,93
16:06:33        all      4,67      0,25      2,02      0,13      0,00      0,00      0,38      0,00      0,00     92,56
16:06:34        all      7,58      0,00      3,91      0,25      0,00      0,00      0,38      0,00      0,00     87,88
16:06:35        all      4,52      0,00      2,39      0,13      0,00      0,00      0,38      0,00      0,00     92,59
16:06:36        all      4,80      0,00      1,64      0,13      0,00      0,00      0,51      0,00      0,00     92,92
16:06:37        all      4,04      0,00      2,40      0,00      0,00      0,00      0,00      0,00      0,00     93,57
16:06:38        all      6,42      0,00      3,02      0,13      0,00      0,00      0,38      0,00      0,00     90,06
16:06:39        all      5,68      0,00      3,91      0,00      0,00      0,00      0,38      0,00      0,00     90,03
16:06:40        all      6,78      0,00      3,26      0,00      0,00      0,00      0,50      0,00      0,00     89,46
16:06:41        all      4,83      0,00      2,03      0,13      0,00      0,00      0,25      0,00      0,00     92,76
16:06:42        all      8,52      0,00      2,13      0,25      0,00      0,00      0,25      0,00      0,00     88,85
16:06:43        all      4,03      0,00      1,76      0,13      0,00      0,00      0,38      0,00      0,00     93,71
16:06:44        all      4,31      0,00      1,90      0,13      0,00      0,00      0,25      0,00      0,00     93,41
16:06:45        all      6,07      0,00      4,05      0,00      0,00      0,00      0,25      0,00      0,00     89,63
16:06:46        all      4,79      0,00      2,52      0,00      0,00      0,00      0,13      0,00      0,00     92,57
16:06:47        all      4,41      0,00      2,02      0,13      0,00      0,00      0,13      0,00      0,00     93,32
16:06:48        all      5,44      0,00      2,53      0,25      0,00      0,00      0,51      0,00      0,00     91,27
16:06:49        all      4,52      0,00      1,51      0,13      0,00      0,00      0,25      0,00      0,00     93,60
16:06:50        all      6,58      0,00      4,43      0,00      0,00      0,00      0,25      0,00      0,00     88,73
16:06:51        all      4,52      0,00      2,51      0,13      0,00      0,00      0,63      0,00      0,00     92,21
16:06:52        all      4,31      0,00      1,77      0,00      0,00      0,00      0,00      0,00      0,00     93,92
16:06:53        all      4,64      0,00      2,01      0,13      0,00      0,00      0,25      0,00      0,00     92,98
