api,signature,cycle_ms
PRIVATE_IP_021,FC3_addr0_qty86,999.120951
PRIVATE_IP_021,FC3_addr94_qty86,999.631882
PRIVATE_IP_021,FC3_addr0_qty75,1998.095989
PRIVATE_IP_021,FC3_addr3_qty1,1998.053074
PRIVATE_IP_021,FC3_addr97_qty1,1995.428085
PRIVATE_IP_021,FC3_addr0_qty86,1001.343966
PRIVATE_IP_021,FC3_addr94_qty86,1001.557112
PRIVATE_IP_021,FC3_addr94_qty75,2004.596949
PRIVATE_IP_021,FC3_addr0_qty86,1001.445055
PRIVATE_IP_021,FC3_addr94_qty86,1002.861023
PRIVATE_IP_021,FC3_addr0_qty75,2000.005007
PRIVATE_IP_021,FC3_addr3_qty1,2000.141859
PRIVATE_IP_021,FC3_addr97_qty1,2000.171900
PRIVATE_IP_021,FC3_addr0_qty86,1000.508070
PRIVATE_IP_021,FC3_addr94_qty86,998.669863
PRIVATE_IP_021,FC3_addr94_qty75,2006.967068
PRIVATE_IP_021,FC3_addr0_qty86,1001.698017
PRIVATE_IP_021,FC3_addr94_qty86,1001.153946
PRIVATE_IP_021,FC3_addr0_qty75,2003.277063
PRIVATE_IP_021,FC3_addr3_qty1,2004.590034
PRIVATE_IP_021,FC3_addr97_qty1,2004.984140
PRIVATE_IP_021,FC3_addr0_qty86,1002.665997
